-8.298000000000000931e-01, 1.584599999999999786e+00
-1.349800000000000111e+00, 1.254599999999999715e+00
-1.879799999999999915e+00, 6.545999999999998487e-01
-2.019800000000000040e+00, 1.445999999999996177e-01
-2.069799999999999862e+00, -6.154000000000001691e-01
-2.049800000000000288e+00, -1.335400000000000365e+00
-1.979800000000000004e+00, -1.855399999999999938e+00
-1.319799999999999862e+00, -1.945400000000000684e+00
-4.497999999999997556e-01, -1.935400000000000009e+00
2.201999999999997293e-01, -1.885400000000000187e+00
7.402000000000001911e-01, -1.525399999999999867e+00
1.310200000000000475e+00, -8.254000000000001336e-01
1.750199999999999978e+00, -4.540000000000032898e-02
2.130199999999999871e+00, -2.654000000000000803e-01
2.030200000000000227e+00, -8.754000000000004000e-01
1.790200000000000014e+00, -1.505400000000000293e+00
1.770200000000000440e+00, -1.975400000000000045e+00
2.420199999999999907e+00, -2.055400000000000116e+00
2.930199999999999694e+00, -1.845400000000000151e+00
3.170199999999999907e+00, -1.165400000000000436e+00
3.120200000000000085e+00, -1.854000000000000092e-01
3.100200000000000511e+00, 3.545999999999995822e-01
2.980200000000000404e+00, 9.845999999999999197e-01
2.840199999999999836e+00, 1.464599999999999902e+00
2.230200000000000404e+00, 1.324599999999999778e+00
1.710199999999999942e+00, 9.645999999999999019e-01
1.290200000000000014e+00, 3.045999999999997598e-01
9.701999999999997293e-01, -1.854000000000000092e-01
4.502000000000001556e-01, -7.054000000000000270e-01
-1.598000000000001641e-01, -9.554000000000000270e-01
-4.998000000000000220e-01, -6.654000000000004356e-01
-1.997999999999997556e-01, -2.054000000000000270e-01
3.401999999999998359e-01, 3.445999999999997954e-01
7.702000000000004398e-01, 7.445999999999997065e-01
1.140199999999999658e+00, 1.154599999999999849e+00
1.670199999999999907e+00, 1.734599999999999920e+00
1.610200000000000298e+00, 2.174599999999999866e+00
8.202000000000002622e-01, 2.404599999999999849e+00
-3.997999999999999332e-01, 2.404599999999999849e+00
-1.819799999999999862e+00, 2.184599999999999653e+00
-2.639800000000000146e+00, 1.994599999999999707e+00
-3.439799999999999969e+00, 1.284599999999999742e+00
-3.709799999999999986e+00, -4.540000000000032898e-02
-3.659800000000000164e+00, -1.155400000000000649e+00
-3.359799999999999898e+00, -2.095400000000000151e+00
-2.789800000000000058e+00, -1.505400000000000293e+00
-2.849800000000000111e+00, -4.554000000000000270e-01
-2.769800000000000040e+00, 6.645999999999996355e-01
-1.949800000000000200e+00, 1.754599999999999715e+00
-1.109799999999999898e+00, 1.934599999999999875e+00
