0.000000000000000000e+00, 0.000000000000000000e+00, -1.160714285714286031e+00, 6.664285714285713702e-01, -1.412070583368211452e+00, 1.580600967546420821e-01, -9.874294940976359181e-01, -9.407877554546983934e-01, -1.140787755454698571e+00
1.000759799328480165e-02, 1.795271942883520239e-02, -1.158911947905088002e+00, 6.565850090738154510e-01, -1.421940183040171446e+00, 1.483070229846454591e-01, -9.889413667823951926e-01, -9.487197977096216706e-01, -1.148719797709621959e+00
2.001519598656960330e-02, 3.609279404343373326e-02, -1.157207507079212716e+00, 6.467230244746297041e-01, -1.431874054981963518e+00, 1.384758501209026049e-01, -9.903658106645711889e-01, -9.565032302487461724e-01, -1.156503230248746350e+00
3.002279397985440496e-02, 5.441356800181604975e-02, -1.155602291759883382e+00, 6.368442782504381006e-01, -1.441849154168445946e+00, 1.285901274620996071e-01, -9.916978265173727047e-01, -9.641163941430384021e-01, -1.164116394143038580e+00
4.003039197313920661e-02, 7.290838546200256731e-02, -1.154097325251349559e+00, 6.269500667866066967e-01, -1.451841095089563050e+00, 1.186748871568365366e-01, -9.929331655042610283e-01, -9.715382820329513391e-01, -1.171538282032951628e+00
5.003798996642400826e-02, 9.157059058201380553e-02, -1.152693328059586797e+00, 6.170413296853531904e-01, -1.461824274965855874e+00, 1.087565076640852335e-01, -9.940684191949323845e-01, -9.787487743397565998e-01, -1.178748774339756666e+00
6.004558795970880991e-02, 1.103934560434462891e-01, -1.151390725765091272e+00, 6.071186957667722428e-01, -1.471771984421477386e+00, 9.886258588241060574e-02, -9.951010949208342060e-01, -9.857288476894765505e-01, -1.185728847689476728e+00
7.005318595299361850e-02, 1.293689470057092783e-01, -1.150189725405270424e+00, 5.971831363592211561e-01, -1.481655943892240757e+00, 8.902237809851126782e-02, -9.960296261646466309e-01, -9.924603792548036818e-01, -1.192460379254803859e+00
8.006078394627841321e-02, 1.484878845164684935e-01, -1.149090273741823154e+00, 5.872358702069553349e-01, -1.491446643013467188e+00, 7.926644080014801086e-02, -9.968534653412589597e-01, -9.989265240279890934e-01, -1.198926524027989160e+00
9.006838193956320793e-02, 1.677408450647967508e-01, -1.148091988181426881e+00, 5.772778974807860619e-01, -1.501114078311810207e+00, 6.962587046841188509e-02, -9.975731743393644324e-01, -1.005112292969463583e+00, -1.205112292969463761e+00
1.000759799328480165e-01, 1.871173608259095178e-01, -1.147194194443241555e+00, 5.673104256982876015e-01, -1.510627639951314993e+00, 6.013238892384374645e-02, -9.981904105942470684e-01, -1.011004512823994839e+00, -1.211004512823995016e+00
1.100835779261328251e-01, 2.066066248290432672e-01, -1.146395882561668245e+00, 5.573345176934443312e-01, -1.519956786883418509e+00, 5.081764226404103524e-02, -9.987079489193645410e-01, -1.016592254381220917e+00, -1.216592254381221094e+00
1.200911759194176198e-01, 2.261973132343373383e-01, -1.145695717237732003e+00, 5.473512030320558663e-01, -1.529071282401327947e+00, 4.171293837413025257e-02, -9.991296366198912926e-01, -1.021866918639618538e+00, -1.221866918639618715e+00
