0.000000000000000000e+00, 0.000000000000000000e+00, 2.500000000000000000e-01, 2.500000000000000000e-01, -5.538040931140510992e-01, 8.505300074799605481e-01, -5.259265218413483600e-01, 4.441141323303272603e-01, 2.441141323303272215e-01
1.000835190626523340e-02, 1.563843867170354451e-02, 2.579467496271786731e-01, 2.439031051507573045e-01, -5.174610197473740181e-01, 8.690779500178543726e-01, -4.946751629026504005e-01, 4.395706610194430874e-01, 2.395706610194431041e-01
2.001670381253046679e-02, 3.140248139226271135e-02, 2.661227919890588600e-01, 2.381215623181905661e-01, -4.820470647607442150e-01, 8.860477730979993138e-01, -4.635939427862235118e-01, 4.343599944221350206e-01, 2.343599944221350095e-01
3.002505571879569846e-02, 4.726254426825991090e-02, 2.745141169494133004e-01, 2.326593962663447701e-01, -4.478026363283409417e-01, 9.014007051848909047e-01, -4.329858758576096700e-01, 4.285800792249941926e-01, 2.285800792249941538e-01
4.003340762506093359e-02, 6.318904340627758132e-02, 2.831054196414013457e-01, 2.275174976116243752e-01, -4.149390632635761023e-01, 9.151408878740889818e-01, -4.031341654350621972e-01, 4.223400318484722415e-01, 2.223400318484722304e-01
5.004175953132616872e-02, 7.915239491289810525e-02, 2.918801245783479437e-01, 2.226938568371665261e-01, -3.836347019571640926e-01, 9.273103188742977121e-01, -3.742934310260444541e-01, 4.157551246717592353e-01, 2.157551246717592242e-01
6.005011143759139691e-02, 9.512301489470392779e-02, 3.008204164876729925e-01, 2.181838170384812481e-01, -3.540329211758729833e-01, 9.379821975857451921e-01, -3.466834247728264873e-01, 4.089419884129352756e-01, 2.089419884129352922e-01
7.005846334385663898e-02, 1.110718688656748415e-01, 3.099075930863816608e-01, 2.139802020392495840e-01, -3.262409023779740957e-01, 9.472537658702832042e-01, -3.204844817531213308e-01, 4.020141265650094553e-01, 2.020141265650094442e-01
8.006681525012186718e-02, 1.269757060349828159e-01, 3.191251935888120284e-01, 2.100724024714040461e-01, -3.003229153167515930e-01, 9.552410113176016404e-01, -2.958286840333871348e-01, 3.950761602479804235e-01, 1.950761602479804124e-01
9.007516715638709537e-02, 1.428147392546391947e-01, 3.284579434878665549e-01, 2.064476429337933905e-01, -2.763093045569116613e-01, 9.620688351555906070e-01, -2.728068115395307358e-01, 3.882224076456881612e-01, 1.882224076456881501e-01
1.000835190626523374e-01, 1.585694789738475163e-01, 3.378900462921251013e-01, 2.030921257282643499e-01, -2.542057071534695734e-01, 9.678633471412410039e-01, -2.514767211106298528e-01, 3.815369055228502448e-01, 1.815369055228502337e-01
1.100918709689175656e-01, 1.742251528829217300e-01, 3.474079396867110203e-01, 1.999904007069804313e-01, -2.339910049285705285e-01, 9.727487836732697790e-01, -2.318616049762749487e-01, 3.750909815113068202e-01, 1.750909815113067536e-01
1.201002228751827938e-01, 1.897711868173857230e-01, 3.570002207062429878e-01, 1.971259605362996048e-01, -2.156237244903415895e-01, 9.768431341618565300e-01, -2.139567508653117400e-01, 3.689437483954522978e-01, 1.689437483954522867e-01
1.301085747814480220e-01, 2.051971991437932519e-01, 3.666553328047874594e-01, 1.944823002921770849e-01, -1.990513132140477315e-01, 9.802546117486995447e-01, -1.977394653209276765e-01, 3.631444012307875058e-01, 1.631444012307875224e-01
1.401169266877132780e-01, 2.204954812567765932e-01, 3.763631780957220063e-01, 1.920426399227202208e-01, -1.842104926921613317e-01, 9.830811714048409700e-01, -1.831704409267108369e-01, 3.577321126952774932e-01, 1.577321126952774544e-01
1.501252785939785062e-01, 2.356624183996184618e-01, 3.861161677198663988e-01, 1.897899483833802026e-01, -1.710295899750553794e-01, 9.854100561025413985e-01, -1.701970074119585064e-01, 3.527367399434602202e-01, 1.527367399434602091e-01
1.601336305002437344e-01, 2.506947423388920515e-01, 3.959069465208550631e-01, 1.877076997069801190e-01, -1.594349336879787582e-01, 9.873171511114849919e-01, -1.587603323286430057e-01, 3.481813497172550065e-01, 1.481813497172549676e-01
1.701419824065089625e-01, 2.655899758673638256e-01, 4.057287067375522915e-01, 1.857798513986479993e-01, -1.493519769742772674e-01, 9.888677096708170522e-01, -1.487973547157097065e-01, 3.440830544503394872e-01, 1.440830544503395039e-01
1.801503343127741907e-01, 2.803483954602541961e-01, 4.155765401912781543e-01, 1.839906592331581048e-01, -1.407055223309708336e-01, 9.901172989914719391e-01, -1.402416993544796653e-01, 3.404534947678748980e-01, 1.404534947678748869e-01
1.901586862190394467e-01, 2.949708764197749855e-01, 4.254460827193990435e-01, 1.823250167865607951e-01, -1.334225472289687076e-01, 9.911124081175524125e-01, -1.330270441505265466e-01, 3.373004212769835086e-01, 1.373004212769834975e-01
2.001670381253046749e-01, 3.094583830705951444e-01, 4.353331837519329728e-01, 1.807685091947600631e-01, -1.274330109173010261e-01, 9.918913958646640161e-01, -1.270883897515754646e-01, 3.346285222420247729e-01, 1.346285222420247896e-01
2.101753900315699031e-01, 3.238129640233577411e-01, 4.452345957681306254e-01, 1.793072944540442248e-01, -1.226697932457931212e-01, 9.924854911244914701e-01, -1.223623712886316856e-01, 3.324398491163497171e-01, 1.324398491163497338e-01
2.201837419378351313e-01, 3.380373916227208397e-01, 4.551477560367771513e-01, 1.779281392249503491e-01, -1.190692629908177286e-01, 9.929196263987315474e-01, -1.187881118302807210e-01, 3.307344840684571796e-01, 1.307344840684571963e-01
2.301920938441003595e-01, 3.521344517059748491e-01, 4.650703034101867361e-01, 1.766184665251193942e-01, -1.165716006835562368e-01, 9.932132216076409170e-01, -1.163077659650088996e-01, 3.295110841391227785e-01, 1.295110841391227674e-01
2.402004457503655876e-01, 3.661070575082817080e-01, 4.750001533173913160e-01, 1.753663111035908551e-01, -1.151206684446696993e-01, 9.933809307774821296e-01, -1.148665589615330829e-01, 3.287671824688679356e-01, 1.287671824688679523e-01
2.502087976566308436e-01, 3.799584479192571473e-01, 4.849356381956672624e-01, 1.741602701381362306e-01, -1.146638858355204377e-01, 9.934332961875252943e-01, -1.144127878603991566e-01, 3.284994495270666670e-01, 1.284994495270666559e-01
2.602171495628960440e-01, 3.936919131192376797e-01, 4.948753118585071942e-01, 1.729894954789670258e-01, -1.151521222853776338e-01, 9.933773172916366967e-01, -1.148978045502656309e-01, 3.287039277972004792e-01, 1.287039277972004681e-01
2.702255014691613000e-01, 4.073107366240294458e-01, 5.048179017306687610e-01, 1.718436642896437605e-01, -1.165394855420122250e-01, 9.932169563358155262e-01, -1.162758687218401754e-01, 3.293761812814237078e-01, 1.293761812814236967e-01
2.802338533754265559e-01, 4.208180728177142726e-01, 5.147622113993507442e-01, 1.707129558039199857e-01, -1.187830677377037097e-01, 9.929535823281071538e-01, -1.185039380855290869e-01, 3.305113902437608608e-01, 1.305113902437608775e-01
